Events
100
Subject,Context,Name,Time (s),Description
HC032A,Left,Foot Strike,2.33,The instant the heel strikes the ground
HC032A,Left,Foot Strike,1.21,The instant the heel strikes the ground
HC032A,Left,Foot Strike,3.34,The instant the heel strikes the ground
HC032A,Left,Foot Off,2.96,The instant the toe leaves the ground
HC032A,Left,Foot Off,0.8,The instant the toe leaves the ground
HC032A,Left,Foot Off,1.89,The instant the toe leaves the ground
HC032A,Right,Foot Strike,1.76,The instant the heel strikes the ground
HC032A,Right,Foot Strike,0.69,The instant the heel strikes the ground
HC032A,Right,Foot Strike,2.83,The instant the heel strikes the ground
HC032A,Right,Foot Strike,3.88,The instant the heel strikes the ground
HC032A,Right,Foot Off,2.43,The instant the toe leaves the ground
HC032A,Right,Foot Off,1.32,The instant the toe leaves the ground
HC032A,Right,Foot Off,3.49,The instant the toe leaves the ground

Devices
1000
,,Imported Force Plate - Force,,,Imported Force Plate - Moment,,,Imported Force Plate - CoP,,,Imported Force Plate - Force,,,Imported Force Plate - Moment,,,Imported Force Plate - CoP,,,Imported Analog Device - Voltage,,,,,,,,,,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,L Rect,R Rect,L Hams,R Hams,L Gast,R Gast,L Tib Ant,R Tib Ant,L Spare,R Spare,L Tib Post,R Tib Post
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V
216,9,0,0,0,0,0,0,232,254,0,-46.1762,42.0139,-492.832,-77763,-4524.34,3672.18,222.82,-166.212,0,-0.0109863,-0.000991821,-0.0167465,-0.00164032,0.00358582,-0.001297,0.00514984,-0.000953674,0.001297,0.00148773,0.00110626,0.000991821
217,0,0,0,0,0,0,0,232,254,0,-46.6329,41.5398,-492.742,-77781.1,-4529.86,3630.9,222.807,-166.147,0,-0.00408173,-0.00106812,-0.0167465,-0.00167847,0.00354767,-0.00114441,0.00511169,-0.000762939,0.0019455,0.00247955,0.00171661,0.0018692
217,1,0,0,0,0,0,0,232,254,0,-46.7376,41.1652,-493.011,-77768,-4486.12,3597.86,222.901,-166.259,0,-0.00389099,-0.00118256,-0.0377274,-0.00148773,0.000801086,-0.00102997,0.00518799,-0.000915527,0.000267029,0.000686646,7.62939e-005,0.000419617
217,2,0,0,0,0,0,0,232,254,0,-47.0224,40.9058,-492.967,-77795.9,-4507.08,3578.61,222.857,-166.188,0,-0.00591278,-0.00087738,-0.0501251,-0.00171661,-7.62939e-005,-0.000991821,-0.00831604,-0.000686646,0.000495911,0.000534058,0.000228882,0.000534058
217,3,0,0,0,0,0,0,232,254,0,-47.2268,40.4642,-492.969,-77889.5,-4512.69,3537.04,222.846,-165.999,0,-0.00484467,-0.000419617,-0.0390625,-0.00411987,0.0112915,-0.00087738,-0.0148392,-0.000801086,0.00171661,0.00244141,0.0018692,0.00183105
217,4,0,0,0,0,0,0,232,254,0,-47.4358,40.1929,-493.328,-77867.9,-4420.07,3485.49,223.04,-166.158,0,0.00286102,-0.00114441,-0.0265503,-0.00179291,0.00923157,-0.00110626,-0.0191498,-0.000915527,0.000648499,0.000839233,-0.000724792,0.000686646
217,5,0,0,0,0,0,0,232,254,0,-47.653,39.752,-493.46,-77821.7,-4521.51,3455.02,222.837,-166.294,0,0.00133514,-0.001297,-0.0483704,-0.00171661,-0.00102997,-0.00118256,0.00934601,-0.00106812,0.000190735,0.000572205,-0.000724792,0.00038147
217,6,0,0,0,0,0,0,232,254,0,-47.8346,39.0828,-493.414,-77833.8,-4587.25,3425.34,222.703,-166.255,0,-0.000610352,-0.00102997,0.00511169,-0.00289917,-0.00244141,-0.001297,0.0138474,-0.000839233,0.000572205,0.000724792,0.00038147,0.000419617
217,7,0,0,0,0,0,0,232,254,0,-47.8931,38.766,-493.775,-77890.9,-4572.25,3362.43,222.74,-166.254,0,7.62939e-005,-0.001297,0.0855255,-0.00152588,-3.8147e-005,-0.00106812,0.0299835,-0.000953674,0.00106812,0.001297,0.000801086,0.000915527
217,8,0,0,0,0,0,0,232,254,0,-48.0757,38.3468,-493.64,-77893.3,-4565.2,3334.2,222.752,-166.206,0,-0.00465393,-0.0012207,0.0515366,-0.00156403,-0.000305176,-0.00125885,0.0489426,-0.00236511,0,0.00148773,-0.00102997,0.000572205
217,9,0,0,0,0,0,0,232,254,0,-48.3154,37.8811,-493.73,-77933.5,-4511.16,3327.08,222.863,-166.154,0,-0.00305176,-0.00106812,0.0193787,-0.0012207,0.00141144,-0.000915527,0.03685,-0.000534058,0.00152588,-0.00213623,7.62939e-005,0.0019455
218,0,0,0,0,0,0,0,232,254,0,-48.5786,37.6445,-493.957,-77987.5,-4497.28,3284.92,222.895,-166.117,0,-0.00389099,-0.00286102,0.0556183,-0.00267029,0.00431061,-0.0012207,-0.0501251,-0.000991821,0.00209808,0.00221252,0.00202179,0.00179291
218,1,0,0,0,0,0,0,232,254,0,-48.763,37.3161,-494.586,-78036,-4487.49,3245.31,222.927,-166.22,0,-0.00392914,-0.00125885,0.0338745,-0.00156403,0.00667572,-0.00114441,-0.0646973,-0.00102997,0.00038147,0.00324249,0.00144958,0.00160217
218,2,0,0,0,0,0,0,232,254,0,-48.9357,36.8639,-494.676,-78039.6,-4481.44,3178.18,222.941,-166.241,0,-0.00392914,-0.00102997,0.00808716,-0.00141144,0.0174713,-0.000648499,0.0140762,-0.000762939,0.000534058,0.00087738,0.000457764,0.000724792
218,3,0,0,0,0,0,0,232,254,0,-48.9807,36.3875,-494.945,-78071.5,-4571.08,3145.51,222.764,-166.262,0,-0.0063324,-0.00110626,0.00221252,-0.00144958,-0.00312805,-0.00106812,0.0705338,-0.000991821,0.000610352,0.000839233,0.000305176,0.000495911
218,4,0,0,0,0,0,0,232,254,0,-49.152,35.9117,-494.991,-78107.7,-4573.83,3101.52,222.76,-166.204,0,-0.000114441,-0.00133514,-0.0108337,-0.00110626,-0.0276184,-0.00247955,0.102425,-0.000991821,0.0025177,0.00267029,0.0019455,0.00213623
218,5,0,0,0,0,0,0,232,254,0,-49.3476,35.6738,-495.172,-78157.1,-4471.74,3068.39,222.969,-166.162,0,0.000228882,-0.000801086,-0.0418472,-0.000991821,-0.0381851,-0.00392914,0.0373077,-0.00125885,0.000915527,0.00114441,0.000686646,0.00106812
218,6,0,0,0,0,0,0,232,254,0,-49.6344,35.5165,-495.534,-78217,-4416.53,3030.68,223.087,-166.156,0,0.00301361,-0.000762939,-0.0402832,-0.00175476,-0.0186157,-0.00114441,-0.114288,-0.000572205,0.000953674,0.00156403,0.000953674,0.00118256
218,7,0,0,0,0,0,0,232,254,0,-49.853,35.0864,-496.389,-78305.5,-4424.03,2973.27,223.088,-166.25,0,0.00148773,-0.00110626,-0.0398254,-0.00144958,0.00156403,-0.001297,0.00225067,-0.000801086,0.000648499,-0.000305176,0.00141144,0.000572205
218,8,0,0,0,0,0,0,232,254,0,-49.8989,34.678,-496.524,-78334.8,-4436.23,2935.74,223.065,-166.234,0,0.00293732,-0.00114441,-0.0388336,-0.001297,0.0186157,-0.00106812,0.273514,-0.000724792,0.000801086,0.00110626,0.000534058,0.000953674
218,9,0,0,0,0,0,0,232,254,0,-50.1176,34.4294,-497.199,-78375.6,-4429.85,2900.53,223.09,-166.366,0,-0.00385284,-0.000801086,-0.0380325,-0.00160217,0.0181198,0.0025177,0.317574,-0.00179291,0.000190735,0.000724792,0.000190735,0.000572205
219,0,0,0,0,0,0,0,232,254,0,-50.2197,33.8284,-497.199,-78430.2,-4457.62,2849.96,223.035,-166.256,0,-0.0050354,-0.000839233,-0.037117,-0.00167847,0.00881195,-0.00106812,0.21904,-0.000762939,0.000495911,0.000572205,0.000114441,0.000457764
219,1,0,0,0,0,0,0,232,254,0,-50.2785,33.5104,-497.649,-78464.8,-4411.27,2814.58,223.136,-166.329,0,-0.0107574,-0.00106812,-0.0363541,-0.00152588,-0.0210571,-0.00102997,0.0557327,-0.00087738,0.000190735,0.000648499,0.000305176,0.000534058
219,2,0,0,0,0,0,0,232,254,0,-50.4728,33.149,-497.56,-78492,-4412.83,2761.01,223.131,-166.246,0,-0.00679016,-0.00110626,-0.0353622,-0.00164032,-0.0180435,-0.000572205,-0.257339,-0.000953674,0.00175476,0.00228882,0.000686646,0.0025177
219,3,0,0,0,0,0,0,232,254,0,-50.5078,32.7056,-498.1,-78558.6,-4399.18,2730.71,223.168,-166.284,0,-0.00923157,-0.0012207,-0.035553,-0.000762939,-0.015831,-0.00362396,-0.458679,-0.00102997,0.000953674,0.00118256,0.000762939,0.00102997
219,4,0,0,0,0,0,0,232,254,0,-50.5425,32.5251,-498.193,-78633.1,-4366.05,2671.89,223.236,-166.163,0,-0.0113678,-0.00133514,-0.0338364,-0.00133514,0.000991821,-0.000991821,-0.334892,-0.000762939,0.000495911,0.000915527,0.000190735,0.000686646
219,5,0,0,0,0,0,0,232,254,0,-50.5341,31.9578,-499.09,-78641.3,-4400.68,2602.78,223.183,-166.431,0,-0.00549316,-0.00118256,-0.0332642,-0.00148773,0.00648499,-0.000915527,-0.131149,-0.000610352,0.000991821,0.00125885,0.00102997,0.000915527
219,6,0,0,0,0,0,0,232,254,0,-50.6475,31.1527,-499.135,-78699.2,-4455.37,2534.53,223.074,-166.329,0,-0.00606537,-0.00106812,-0.0323105,-0.00164032,-0.00167847,-0.00106812,-0.00144958,-0.000915527,0.0018692,0.00221252,0.00190735,0.00183105
219,7,0,0,0,0,0,0,232,254,0,-50.4416,30.857,-498.957,-78742.1,-4444.19,2489.23,223.093,-166.186,0,-0.000419617,-0.0012207,-0.0318146,-0.0018692,-0.0119781,-0.00087738,-0.026741,-0.000953674,0.000419617,0.000801086,0.000228882,0.000572205
219,8,0,0,0,0,0,0,232,254,0,-50.5794,30.3686,-499.496,-78805.8,-4426.76,2459.26,223.138,-166.229,0,-0.00102997,-0.00110626,-0.00549316,-0.00164032,-0.00152588,-0.000152588,-0.0734329,-0.000762939,0.000457764,0.000648499,0.000228882,0.000305176
219,9,0,0,0,0,0,0,232,254,0,-50.5928,30.0051,-500.125,-78851.1,-4396.14,2414.84,223.21,-166.337,0,-0.00408173,-0.000915527,0.0186539,-0.00118256,0.00179291,-0.00175476,-0.072403,-0.000839233,0.00141144,0.00175476,0.000762939,0.00148773
220,0,0,0,0,0,0,0,232,254,0,-50.6389,29.6418,-500.49,-79000.3,-4308.6,2354.65,223.391,-166.154,0,-0.0109482,-0.00110626,0.0440216,-0.00164032,0.00408173,-0.00270844,-0.0708008,-0.000839233,0.000991821,0.00110626,0.00038147,0.000991821
220,1,0,0,0,0,0,0,232,254,0,-50.7427,29.2448,-501.163,-79038,-4351.83,2321.99,223.317,-166.291,0,-0.00999451,-0.0012207,0.0788116,-0.00133514,0.0094986,-0.00114441,-0.0691986,-0.000991821,0.000457764,0.000572205,0.000114441,0.000419617
220,2,0,0,0,0,0,0,232,254,0,-50.6303,28.7676,-501.883,-79124,-4334.98,2252.59,223.363,-166.346,0,-0.000991821,-0.000305176,0.0644302,-7.62939e-005,0.00671387,-0.00167847,-0.0674438,-0.00102997,0.000648499,0.000686646,0.000343323,0.000305176
220,3,0,0,0,0,0,0,232,254,0,-50.5964,28.0858,-502.423,-79195.2,-4369.21,2199.97,223.304,-166.373,0,0.00556946,-0.00118256,0.04776,-0.00179291,0.00553131,-0.00118256,-0.0658798,-0.000839233,0.00087738,0.00125885,0.000953674,0.000953674
220,4,0,0,0,0,0,0,232,254,0,-50.7337,27.7004,-503.143,-79291.2,-4411,2162.94,223.233,-166.408,0,0.00202179,-0.00305176,0.0307083,-0.00339508,0.00297546,-0.00221252,-0.066185,-0.000953674,0.000190735,0.000724792,3.8147e-005,0.000457764
220,5,0,0,0,0,0,0,232,254,0,-50.6789,27.4275,-503.776,-79427.7,-4278.16,2090.84,223.508,-166.335,0,0.00442505,-0.000991821,0.0240326,-0.00125885,-0.00347137,-0.00106812,-0.0625992,-0.000915527,7.62939e-005,0.00102997,0.000495911,0.00118256
220,6,0,0,0,0,0,0,232,254,0,-50.8858,27.0978,-504.632,-79543.8,-4199.83,2069.94,223.677,-166.373,0,0.00850677,-0.00106812,0.0278473,-0.00267029,-0.0037384,-0.00469208,-0.0626755,-0.000839233,0.00217438,0.0025177,0.00171661,0.00190735
220,7,0,0,0,0,0,0,232,254,0,-50.9554,26.7459,-505.669,-79688.1,-4199.41,2021.45,223.695,-166.41,0,0.00816345,-0.00106812,0.0190353,-0.00156403,0.00141144,-0.000152588,-0.0599289,-0.00225067,0.00160217,0.00190735,0.00133514,0.00148773
220,8,0,0,0,0,0,0,232,254,0,-50.6831,26.3259,-506.39,-79790.2,-4220.07,1924.08,223.666,-166.433,0,0.00038147,-0.000915527,0.0201797,-0.0018692,0.00209808,-0.000762939,-0.0583649,-0.000762939,0.000648499,0.00102997,0.000534058,0.000801086
220,9,0,0,0,0,0,0,232,254,0,-50.1697,25.8237,-507.246,-79931.5,-4249.83,1856.56,223.622,-166.421,0,0.000267029,-0.00267029,0.017395,-0.0018692,0.00492096,-0.000953674,-0.0570679,-0.00118256,0.000915527,0.00110626,0.000648499,0.000762939
221,0,0,0,0,0,0,0,232,254,0,-50.5569,25.2891,-508.011,-80064.6,-4227.96,1878.01,223.677,-166.396,0,0.0069046,-0.001297,0.0115967,-0.00183105,0.00282288,-0.00209808,-0.0559616,-0.00293732,0.00400543,0.00289917,0.00209808,0.00225067
221,1,0,0,0,0,0,0,232,254,0,-50.5466,24.5953,-508.956,-80190.3,-4212.32,1825.78,223.724,-166.442,0,0.00900269,-0.00114441,0.00087738,0.00217438,-0.000762939,-0.00267029,-0.0547791,-0.000648499,0.000762939,0.000991821,0.000343323,0.000610352
221,2,0,0,0,0,0,0,232,254,0,-50.3647,24.2185,-510.082,-80362.7,-4185.05,1788.51,223.795,-166.451,0,0.00736237,-0.00106812,0.001297,-0.00144958,-0.00141144,-0.00301361,-0.052681,-0.00183105,0.000534058,0.00171661,0.000801086,0.000915527
221,3,0,0,0,0,0,0,232,254,0,-51.0143,23.8681,-510.491,-80511.1,-4125.16,1793.72,223.919,-166.287,0,0.00587463,-0.00118256,0.00102997,-0.00148773,-0.00179291,-0.0012207,-0.0521851,-0.000991821,0.000343323,0.000648499,0.000267029,0.000534058
221,4,0,0,0,0,0,0,232,254,0,-50.8679,23.2878,-511.796,-80659.7,-4119.91,1720.39,223.95,-166.399,0,-0.000610352,-0.00274658,0.000648499,-0.00183105,-0.0019455,-0.00133514,-0.0511169,-0.000915527,0.00102997,0.00125885,0.000762939,0.000991821
221,5,0,0,0,0,0,0,232,254,0,-50.5263,23.0371,-512.877,-80804.9,-4175.58,1654.77,223.859,-166.448,0,-0.00358582,-0.001297,0.000953674,-0.00167847,-0.00183105,-0.00106812,-0.0497818,-0.000801086,0.00038147,0.00183105,0.000152588,0.00148773
221,6,0,0,0,0,0,0,232,254,0,-50.8901,22.2873,-513.551,-80914.8,-4231.53,1660.69,223.76,-166.441,0,-0.00961304,-0.001297,0.000724792,-0.00183105,-0.00202179,-0.00125885,-0.0486374,-0.000953674,0.000495911,0.000686646,0.000267029,0.000572205
221,7,0,0,0,0,0,0,232,254,0,-50.5154,21.8778,-514.5,-81102,-4183.64,1545.06,223.868,-166.367,0,-0.0137711,-0.00114441,0.000648499,-0.00164032,-0.00179291,-0.00118256,-0.0475693,-0.000801086,0.000572205,0.000495911,0.000152588,0.000534058
221,8,0,0,0,0,0,0,232,254,0,-50.4831,21.605,-515.579,-81184.7,-4196.51,1505.14,223.861,-166.537,0,-0.00572205,-0.00125885,0.0157547,-0.00137329,0.0126648,-0.000686646,-0.0463486,-0.00087738,0.0019455,0.00205994,0.00205994,0.0018692
221,9,0,0,0,0,0,0,232,254,0,-50.8356,21.1165,-516.349,-81415.2,-4139.11,1489.95,223.984,-166.325,0,-0.00579834,-0.00114441,0.0211334,-0.00183105,-0.0129318,-0.000915527,-0.0455093,-0.000610352,0.000724792,0.00118256,0.000686646,0.000839233
222,0,0,0,0,0,0,0,232,254,0,-50.3929,20.923,-517.522,-81585.4,-4135.19,1380.43,224.01,-166.354,0,-0.00255585,-0.00110626,7.62939e-005,-0.00175476,-0.0224686,-0.00114441,-0.0445557,-0.000801086,0.000495911,-0.000228882,0.000801086,0.000953674
222,1,0,0,0,0,0,0,232,254,0,-50.5297,20.5464,-518.512,-81726,-4105,1394.13,224.083,-166.383,0,0.0050354,-0.00114441,0.0143433,-0.00144958,-0.0121307,-0.00137329,-0.043335,-0.00102997,0.00118256,0.00164032,0.00087738,0.00110626
222,2,0,0,0,0,0,0,232,254,0,-50.7372,19.9115,-519.773,-81890.1,-4095.54,1314.77,224.121,-166.45,0,0.001297,-0.0012207,0.00934601,-0.00175476,-0.00263214,-0.00114441,-0.0424576,-0.000839233,0.000953674,0.00247955,0.00190735,0.00202179
222,3,0,0,0,0,0,0,232,254,0,-50.281,19.6496,-520.541,-82049.3,-4136.37,1223.65,224.054,-166.377,0,0.00675201,-0.00106812,-0.018425,-0.00175476,-0.00240326,-0.000915527,-0.0416183,-0.000648499,0.000534058,0.000839233,0.000419617,0.000572205
222,4,0,0,0,0,0,0,232,254,0,-50.5305,19.0005,-521.53,-82177.9,-4192.76,1256.76,223.961,-166.429,0,0.00457764,-0.001297,-0.0194168,-0.00190735,-0.00450134,-0.00118256,0.037384,-0.000762939,0.00205994,0.000686646,0.000915527,0.000915527
222,5,0,0,0,0,0,0,232,254,0,-50.5312,18.6379,-522.031,-82381.3,-4102.44,1162.26,224.141,-166.191,0,0.00118256,-0.000991821,-0.0128555,-0.0012207,-0.00789642,-0.000915527,0.107613,0.000190735,0.00141144,0.00209808,0.00164032,0.00148773
222,6,0,0,0,0,0,0,232,254,0,-50.4772,18.489,-523.428,-82562.7,-3980.49,1113.13,224.395,-166.266,0,-0.00087738,-0.000762939,-0.00652313,-0.00236511,-0.00720978,-0.000419617,0.0834274,-0.000953674,0.000839233,0.00118256,0.000534058,0.000915527
222,7,0,0,0,0,0,0,232,254,0,-50.5911,17.8508,-524.552,-82690.9,-3992.43,1123.03,224.389,-166.359,0,0.00175476,-0.00106812,-0.00389099,-0.0019455,-0.00995636,-0.0031662,0.00396729,-0.00087738,0.000610352,0.000648499,0.000114441,0.000457764
222,8,0,0,0,0,0,0,232,254,0,-50.444,17.4999,-525.412,-82884.9,-3981.13,1007.64,224.423,-166.248,0,0.0151062,-0.00110626,-0.00324249,0.000457764,-0.00980377,-0.00278473,-0.0611115,-0.00114441,0.000495911,0.000953674,0.000267029,0.000305176
222,9,0,0,0,0,0,0,232,254,0,-50.3412,16.9765,-526.312,-83026.9,-4023.01,963.921,224.356,-166.248,0,0.0148392,-0.00377655,-0.00694275,-0.00144958,-0.00476837,-0.001297,0.050621,-0.00087738,0.00110626,0.00125885,0.00087738,0.00106812
223,0,0,0,0,0,0,0,232,254,0,-50.4097,16.3507,-527.438,-83195.2,-4031.88,934.781,224.356,-166.265,0,0.0104523,-0.00133514,-0.00522614,-0.00175476,0.00564575,-0.00202179,0.0247192,-0.00087738,0.000495911,0.000686646,7.62939e-005,0.000343323
223,1,0,0,0,0,0,0,232,254,0,-50.2865,16.124,-528.746,-83393.4,-4002.77,839.863,224.43,-166.281,0,0.00740051,-0.000991821,-0.0105286,-0.00144958,0.0294113,-0.0012207,-0.0143433,-0.00102997,0.00102997,0.00167847,0.00152588,0.00167847
223,2,0,0,0,0,0,0,232,254,0,-50.3651,15.769,-529.467,-83542.2,-3946.74,878.602,224.546,-166.215,0,0.00343323,-0.00118256,-0.00923157,-0.00156403,0.0260544,-0.00102997,0.0328445,-0.000839233,0.00179291,0.0025177,0.00179291,0.00183105
223,3,0,0,0,0,0,0,232,254,0,-50.5835,15.2016,-530.819,-83730.9,-3932.45,817.529,224.592,-166.261,0,-0.00152588,-0.00110626,-0.0144958,-0.00148773,0.00812531,-0.00297546,0.0189972,-0.00160217,0.00156403,0.00183105,0.00278473,0.00137329
223,4,0,0,0,0,0,0,232,254,0,-50.3451,15.0534,-531.769,-83935.1,-3865.76,738.136,224.73,-166.159,0,0.00469208,-0.00114441,-0.0101089,-0.00171661,-0.00797272,-0.000953674,-0.050621,-0.00087738,0.000762939,0.000991821,0.000610352,0.000801086
223,5,0,0,0,0,0,0,232,254,0,-50.4027,14.5079,-532.936,-84014.8,-3975.32,715.339,224.541,-166.355,0,0.00473022,-0.00102997,-0.00770569,-0.00179291,-0.0182343,-0.000991821,-0.0441742,-0.00087738,0.00259399,0.000839233,0.00125885,0.000648499
223,6,0,0,0,0,0,0,232,254,0,-50.3805,13.9399,-533.882,-84167.5,-3987.11,651.287,224.532,-166.348,0,0.0169373,-0.000457764,-0.0199127,-0.00167847,-0.0244141,-0.000343323,0.00968933,-0.00087738,0.00221252,0.00255585,0.00217438,0.00217438
223,7,0,0,0,0,0,0,232,254,0,-50.2187,13.4261,-534.56,-84367.7,-3975.84,639.709,224.562,-166.174,0,0.00793457,-0.00087738,-0.0271606,-0.00164032,-0.0201035,-0.00114441,0.0557327,-0.000457764,0.00164032,0.000343323,0.000648499,0.000686646
223,8,0,0,0,0,0,0,232,254,0,-50.1619,13.0958,-535.327,-84506.7,-3956.72,606.895,224.609,-166.14,0,0.00488281,-0.000915527,-0.0349045,-0.00125885,0.0069046,-0.000762939,0.0944519,-0.000572205,0.000991821,0.00160217,0.000801086,0.00133514
223,9,0,0,0,0,0,0,232,254,0,-50.471,12.5621,-536.41,-84698.3,-3883.92,566.477,224.759,-166.101,0,-0.00415802,-0.00114441,-0.0834656,-0.00164032,0.00637054,-0.00106812,0.104713,-0.000915527,0.000495911,0.000839233,7.62939e-005,7.62939e-005
224,0,0,0,0,0,0,0,232,254,0,-50.6431,12.0506,-537.311,-84853,-3824.95,530.155,224.881,-166.078,0,-0.016098,-0.0012207,-0.114174,-0.00141144,-0.00278473,-0.000915527,0.069046,-0.000686646,0.00106812,0.00125885,0.000801086,0.00106812
224,1,0,0,0,0,0,0,232,254,0,-50.4942,11.6404,-538.212,-84990.8,-3882.12,502.062,224.787,-166.087,0,-0.00759125,-0.00102997,-0.135651,-0.00141144,0.00171661,-0.00144958,0.0611877,-0.00114441,0.000343323,0.000839233,-3.8147e-005,0.000267029
224,2,0,0,0,0,0,0,232,254,0,-50.5301,11.0373,-539.335,-85090.5,-3865.39,467.97,224.833,-166.231,0,-0.0203705,-0.00106812,-0.103683,-0.00205994,0.00637054,-0.00202179,0.0462341,-0.000686646,0.00038147,0.000686646,0.00038147,0.00183105
224,3,0,0,0,0,0,0,232,254,0,-50.54,10.4224,-539.83,-85204.3,-3893.09,461.28,224.788,-166.165,0,-0.0307083,-0.00102997,-0.0834274,-0.00160217,0.0127411,-0.00144958,0.0944519,-0.000572205,0.000419617,0.000839233,0.000457764,0.000534058
224,4,0,0,0,0,0,0,232,254,0,-50.4617,10.1157,-541.003,-85396.6,-3862,387.309,224.861,-166.151,0,-0.0315857,-0.00106812,0.039711,-0.00160217,0.0062561,-0.000686646,0.14183,-0.000686646,0.00209808,0.00259399,0.00144958,0.00289917
224,5,0,0,0,0,0,0,232,254,0,-50.7365,9.85482,-541.953,-85600.2,-3762.77,350.555,225.057,-166.052,0,-0.0143433,-0.000839233,0.19062,-0.00205994,0.0031662,-0.00160217,0.0802231,-0.000839233,0.000839233,0.000915527,0.000648499,0.00087738
224,6,0,0,0,0,0,0,232,254,0,-51.0091,9.61471,-542.449,-85722.1,-3703.6,396.014,225.172,-165.972,0,-0.0167465,-0.000610352,0.135307,0.000495911,0.00343323,-0.00198364,-0.000953674,-0.00087738,0.000724792,0.000801086,0.00038147,0.000724792
224,7,0,0,0,0,0,0,232,254,0,-51.1147,9.23982,-543.8,-85871.6,-3639.28,338.59,225.308,-166.09,0,-0.00720978,-0.00102997,0.0698471,-0.00167847,0.0160217,-0.00102997,-0.0548935,-0.00087738,0.00133514,0.00125885,0.00110626,0.00102997
224,8,0,0,0,0,0,0,232,254,0,-51.1928,8.78562,-544.524,-86074.1,-3687.21,302.018,225.229,-165.928,0,-0.00602722,-0.00102997,0.031929,-0.00156403,0.0209808,-0.001297,0.12455,-0.000915527,0.0019455,0.00179291,0.00217438,0.00396729
224,9,0,0,0,0,0,0,232,254,0,-51.3867,8.11261,-545.286,-86153.8,-3632.04,339.464,225.339,-166.003,0,-0.00255585,-0.00102997,0.0166702,-0.00148773,0.0204086,-0.00328064,0.257797,-0.00156403,0.000305176,0.000991821,0.00038147,0.000801086
225,0,0,0,0,0,0,0,232,254,0,-51.4454,7.83081,-546.189,-86304.5,-3645.19,242.472,225.326,-165.988,0,0.00541687,-0.000991821,0.0134277,-0.00164032,0.00823975,-0.0012207,0.277863,-0.000915527,0.000457764,0.000686646,3.8147e-005,0.000267029
225,1,0,0,0,0,0,0,232,254,0,-51.5227,7.36261,-546.687,-86493.7,-3606.51,267.846,225.403,-165.786,0,0.000305176,-0.00125885,0.0142288,-0.00343323,-0.0229645,-0.00156403,0.212555,-0.000724792,0.00141144,0.0019455,0.000991821,0.00171661
225,2,0,0,0,0,0,0,232,254,0,-51.8541,6.82784,-548.126,-86658.5,-3606.53,275.74,225.42,-165.901,0,0.000610352,-0.000152588,-0.00267029,-0.00205994,-0.0395966,-0.00106812,-0.0249863,-0.000915527,0.000915527,0.000839233,0.000419617,0.000991821
225,3,0,0,0,0,0,0,232,254,0,-52.026,6.63562,-548.716,-86810.1,-3537.57,229.107,225.553,-165.794,0,-0.00335693,-0.00114441,0.00827789,-0.00164032,-0.0194931,-0.00102997,-0.379601,-0.001297,-0.00110626,-0.000267029,0.00144958,0.000801086
225,4,0,0,0,0,0,0,232,254,0,-52.1403,6.23576,-549.84,-86942.6,-3508.64,252.049,225.619,-165.876,0,0.0037384,-0.00106812,0.00499725,-0.00160217,0.00152588,-0.00106812,-0.21534,-0.000762939,0.000419617,0.000495911,0.000190735,0.000495911
225,5,0,0,0,0,0,0,232,254,0,-52.5171,5.52095,-550.828,-87051.1,-3564.98,230.407,225.528,-165.963,0,0.00289917,-0.000953674,0.00499725,-0.0018692,-0.000152588,-0.000915527,-0.0859451,-0.00087738,0.000991821,0.0037384,0.000343323,0.0019455
225,6,0,0,0,0,0,0,232,254,0,-52.5748,4.91852,-551.774,-87200.4,-3551.2,180.38,225.564,-165.964,0,-0.00511169,-0.00106812,-0.00183105,-0.00171661,-0.000762939,-0.00114441,-0.0640106,-0.000801086,0.000305176,0.00148773,0.000419617,0.000457764
225,7,0,0,0,0,0,0,232,254,0,-52.8246,4.42773,-552.898,-87354.5,-3557.93,229.197,225.565,-166.006,0,-0.0118637,-0.00133514,-0.0177765,-0.00114441,0.00362396,-0.000495911,-0.0636673,-0.000572205,0.00110626,0.00160217,0.000953674,0.00141144
225,8,0,0,0,0,0,0,232,254,0,-53.1431,3.9285,-553.668,-87576.6,-3529.03,197.877,225.626,-165.825,0,-0.0063324,-0.00118256,-0.0350952,-0.00156403,0.0110626,-0.00118256,-0.0901794,-0.000915527,0.00190735,0.00217438,0.00183105,0.00171661
225,9,0,0,0,0,0,0,232,254,0,-53.2461,3.63125,-554.749,-87736.6,-3468.5,206.767,225.748,-165.844,0,-0.00514984,-0.00114441,-0.0556946,-0.00144958,0.00511169,-0.0012207,-0.00255585,-0.00087738,0.00137329,0.00179291,0.000991821,0.00133514
226,0,0,0,0,0,0,0,232,254,0,-53.5305,3.11845,-555.694,-87887,-3450.84,237.27,225.79,-165.843,0,-0.000152588,-0.000839233,-0.0749588,-0.00160217,0.00606537,-0.00141144,0.0822449,-0.000839233,0.000839233,0.000953674,0.000610352,0.000953674
